step,episode_score
16001.0,27.693802322261035
16002.0,43.48669864144176
16003.0,40.70903072482906
16004.0,41.70582642313093
16005.0,58.81209326442331
16006.0,47.85469226096757
16007.0,53.131862320704386
16008.0,42.8014894973021
16009.0,58.52010197471827
16010.0,34.454492090735584
16011.0,47.75019558286294
16012.0,55.50016798824072
16013.0,38.546292830607854
16014.0,42.662748222239316
16015.0,30.47004625131376
16016.0,43.032276137615554
32017.0,142.11929729115218
32018.0,163.0930625377223
32019.0,111.52181311137974
32020.0,49.53443597396836
32021.0,87.25271403929219
32022.0,139.15118179749697
32023.0,163.53373675816692
32024.0,105.32667601923458
32025.0,49.710952944122255
32026.0,78.02326521649957
32027.0,115.79624349530786
32028.0,153.62500886293128
32029.0,101.2756040378008
32030.0,147.0304992001038
32031.0,149.1183361117728
32032.0,194.02167148469016
48033.0,179.51129493769258
48034.0,66.95449330890551
48035.0,368.8452324983664
48036.0,320.86267478915397
48037.0,252.6406275567133
48038.0,254.79872648755554
48039.0,174.8967437548563
48040.0,359.4953830325976
48041.0,202.42675100639462
48042.0,370.7782157425536
48043.0,260.0434622722678
48044.0,262.7618995727971
48045.0,301.87523400690407
48046.0,247.26692712854128
48047.0,335.24543323903345
48048.0,310.33152423333377
64049.0,364.4354235129431
64050.0,419.396129561821
64051.0,437.013564735651
64052.0,424.37316539511085
64053.0,449.26504721306264
64054.0,389.04178137821145
64055.0,286.27645998541266
64056.0,377.7560990732163
64057.0,421.673693257384
64058.0,399.5831529442221
64059.0,377.873728773091
64060.0,393.94258410669863
64061.0,389.2150382939726
64062.0,370.0291472899262
64063.0,412.0776552935131
64064.0,369.42372208693996
80065.0,367.3225406281417
80066.0,405.7713157061953
80067.0,390.62642869132105
80068.0,395.8207118413411
80069.0,404.9469604087062
80070.0,396.3314211196266
80071.0,402.58364829979837
80072.0,433.4430004367605
80073.0,409.9990145456977
80074.0,314.09895146347117
80075.0,415.4942902792245
80076.0,400.55574817443267
80077.0,418.8834443697706
80078.0,428.22659061290324
80079.0,426.0219388892874
80080.0,428.3929528547451
96081.0,394.0833996422589
96082.0,411.63167529925704
96083.0,414.490439964924
96084.0,399.9893586104736
96085.0,431.1763949049637
96086.0,435.8923556925729
96087.0,450.102022937499
96088.0,390.220865690615
96089.0,382.62323635583743
96090.0,377.1408849657746
96091.0,412.1385965066729
96092.0,414.6480094010476
96093.0,392.10146902618
96094.0,409.5898785905447
96095.0,416.89372313953936
96096.0,427.4345861123875
112097.0,472.62655567843467
112098.0,438.48230771906674
112099.0,499.98553207237273
112100.0,475.01408697478473
112101.0,486.44367423979566
112102.0,503.44108666852117
112103.0,481.55891459528357
112104.0,484.7486588647589
112105.0,488.49940162710845
112106.0,477.5130244391039
112107.0,421.0365781459259
112108.0,468.38603634247556
112109.0,473.6738119616639
112110.0,448.9981178212911
112111.0,449.94561296515167
112112.0,458.9895267779939
128113.0,463.18945043580607
128114.0,428.49058663717005
128115.0,460.7221493879333
128116.0,507.2338937725872
128117.0,456.5442170165479
128118.0,474.95752844866365
128119.0,504.4839893747121
128120.0,522.6682430934161
128121.0,412.80442321673036
128122.0,486.10404746979475
128123.0,520.393306938
128124.0,454.21878798445687
128125.0,522.2778002712876
128126.0,492.8820241028443
128127.0,471.3005317095667
128128.0,499.5171015262604
144129.0,535.1559050907381
144130.0,497.0713528720662
144131.0,490.0378253571689
144132.0,486.13554132916033
144133.0,528.6890680585057
144134.0,499.33871679287404
144135.0,531.5451931997668
144136.0,514.5400202795863
144137.0,521.3279394675046
144138.0,554.2020043227822
144139.0,412.61201106384397
144140.0,529.2057248738129
144141.0,510.9616126511246
144142.0,507.98166301846504
144143.0,522.7766850702465
144144.0,490.61625912226737
160145.0,566.5194804659113
160146.0,441.27954659983516
160147.0,548.9360093139112
160148.0,413.47936754859984
160149.0,498.7757147476077
160150.0,529.504935901612
160151.0,512.1350896772929
160152.0,529.444305267185
160153.0,513.7084305165336
160154.0,601.5154083725065
160155.0,557.4796553784981
160156.0,493.85613272723276
160157.0,573.0879474100657
160158.0,511.9935381319374
160159.0,455.322698603617
160160.0,510.6452084489865
176161.0,581.6643291371875
176162.0,553.6302266931161
176163.0,568.6692959549837
176164.0,475.2920298743993
176165.0,667.8826660653576
176166.0,608.4212317988276
176167.0,613.8667240301147
176168.0,579.0405644588172
176169.0,575.4912391286343
176170.0,610.2612381204963
176171.0,583.0868347538635
176172.0,539.5433281762525
176173.0,587.9362512351945
176174.0,615.2369982972741
176175.0,579.2401098120026
176176.0,592.0095410840586
192177.0,618.986907159444
192178.0,648.0437410124578
192179.0,541.940705031273
192180.0,659.0252912268043
192181.0,634.8387834066525
192182.0,548.9373473025626
192183.0,656.5306055732071
192184.0,642.3304218221456
192185.0,613.7708104384365
192186.0,620.031415616395
192187.0,613.4023249726743
192188.0,613.7043468849733
192189.0,607.4520420720801
192190.0,628.8523767655715
192191.0,573.0270787160844
192192.0,584.8731923936866
208193.0,589.7095931367949
208194.0,551.7543033892289
208195.0,611.2318634064868
208196.0,603.868036294356
208197.0,546.688563506701
208198.0,588.2792148021981
208199.0,592.9590738946572
208200.0,622.6203902307898
208201.0,642.3663543835282
208202.0,550.9050713474862
208203.0,657.9316261564381
208204.0,624.0621501402929
208205.0,612.8930009584874
208206.0,565.6924368201289
208207.0,604.2872079899535
208208.0,593.9714604578912
224209.0,586.5196734815836
224210.0,621.5815551076084
224211.0,583.3674387987703
224212.0,640.8745886031538
224213.0,649.6680623199791
224214.0,659.7657858096063
224215.0,667.4840962160379
224216.0,667.5103949122131
224217.0,636.5527371224016
224218.0,634.9651590709109
224219.0,670.0739804860204
224220.0,619.7861710544676
224221.0,639.100607227534
224222.0,625.2132605072111
224223.0,629.3311455463991
224224.0,632.1030648350716
240225.0,658.6910806261003
240226.0,633.6177171170712
240227.0,700.8034755177796
240228.0,634.1686756191775
240229.0,653.2750970239285
240230.0,618.3492310754955
240231.0,660.2596244830638
240232.0,655.5659096706659
240233.0,650.9853788111359
240234.0,674.6687060520053
240235.0,662.8814524384215
240236.0,643.5863113109954
240237.0,686.7035986082628
240238.0,701.7586203785613
240239.0,687.2851078440435
240240.0,688.2493624826893
256241.0,673.0762544982135
256242.0,711.9503535795957
256243.0,682.5550520166289
256244.0,681.4476659977809
256245.0,724.3204078264534
256246.0,676.734639110975
256247.0,712.4333005491644
256248.0,682.0328267393634
256249.0,610.0678312764503
256250.0,597.6407154267654
256251.0,694.8010721951723
256252.0,691.4945675879717
256253.0,699.7518705695402
256254.0,710.7580512147397
256255.0,695.3723702281713
256256.0,689.5587047506124
272257.0,622.4055632613599
272258.0,686.0870299467351
272259.0,681.9500833675265
272260.0,695.0825782885076
272261.0,687.6861024489626
272262.0,686.9945498947054
272263.0,709.7726502427831
272264.0,681.0434496020898
272265.0,689.3707618881017
272266.0,675.7237991401926
272267.0,690.8309351118514
272268.0,682.5308977738023
272269.0,668.7227025199682
272270.0,623.6360211195424
272271.0,701.0746375145391
272272.0,706.8382662329823
288273.0,740.6080151200294
288274.0,747.6626654295251
288275.0,730.3243826283142
288276.0,703.6041566757485
288277.0,707.6939242295921
288278.0,711.4788267372642
288279.0,750.9042978649959
288280.0,700.3816409963183
288281.0,688.9756762417965
288282.0,733.7380727995187
288283.0,730.2380832694471
288284.0,677.9062808672898
288285.0,655.7614077581093
288286.0,683.3992318157107
288287.0,760.5594653375447
288288.0,699.088699163869
304289.0,821.8955027442425
304290.0,830.1251416578889
304291.0,798.717648700811
304292.0,756.556235960219
304293.0,710.0544497412629
304294.0,812.4617595430464
304295.0,772.0542623847723
304296.0,840.660229082685
304297.0,803.476846608799
304298.0,810.0750863421708
304299.0,752.1433167734649
304300.0,827.0298329852521
304301.0,739.5982703786576
304302.0,771.9940511789173
304303.0,700.1981708370149
304304.0,754.818663328304
320305.0,799.2423596382141
320306.0,805.8905157865956
320307.0,804.077366345562
320308.0,832.990944141522
320309.0,846.0863125361502
320310.0,801.3714780407026
320311.0,799.2339154756628
320312.0,791.1365867697168
320313.0,865.4394374843687
320314.0,821.4214995522052
320315.0,792.3358676284552
320316.0,729.4134514899924
320317.0,688.4805553733604
320318.0,816.0275412257761
320319.0,756.9259922541678
320320.0,760.4188266033307
336321.0,913.2636366356164
336322.0,862.3520731145982
336323.0,906.9265686841682
336324.0,915.3842739742249
336325.0,878.5552919919137
336326.0,881.0770979020745
336327.0,850.2456502895802
336328.0,855.3239117499907
336329.0,810.7592773786746
336330.0,882.6256065918133
336331.0,767.0220613162965
336332.0,834.9918608795851
336333.0,905.4817882403731
336334.0,861.8298771390691
336335.0,872.3184629529715
336336.0,894.4299571271986
352337.0,837.2517500007525
352338.0,898.4286848381162
352339.0,799.418467043899
352340.0,823.701236192137
352341.0,847.240212412551
352342.0,877.4362979112193
352343.0,872.1221839636564
352344.0,899.3402343410999
352345.0,803.7392672593705
352346.0,865.6304729562253
352347.0,874.8558423127979
352348.0,859.3395868949592
352349.0,874.3518308158964
352350.0,732.7055326253176
352351.0,806.4432250240352
352352.0,894.5953935943544
368353.0,850.536532945931
368354.0,930.6814388837665
368355.0,898.3531294297427
368356.0,841.7364863478579
368357.0,881.6424820488319
368358.0,869.2045404970413
368359.0,818.3714410117827
368360.0,814.3000568756834
368361.0,866.8664647657424
368362.0,881.8455708150286
368363.0,869.8707626070827
368364.0,856.8650257531554
368365.0,845.720058970619
368366.0,858.4882520078681
368367.0,820.3235387178138
368368.0,887.6250468688086
384369.0,886.3852826552466
384370.0,926.4104499537498
384371.0,876.9779060161673
384372.0,892.3829109594226
384373.0,803.7545789326541
384374.0,912.244168125093
384375.0,941.2478636959568
384376.0,834.3257680600509
384377.0,892.7751611117274
384378.0,919.8022370194085
384379.0,879.1240912955254
384380.0,908.651013837778
384381.0,892.0699297748506
384382.0,886.632041785866
384383.0,914.6263944385573
384384.0,951.8589217495173
400385.0,859.9230581191368
400386.0,931.510384763591
400387.0,895.37059196271
400388.0,946.7070124503225
400389.0,911.7318015936762
400390.0,933.4323540404439
400391.0,747.5835454701446
400392.0,888.0395823251456
400393.0,906.9360775146633
400394.0,887.728047888726
400395.0,946.8707981621847
400396.0,872.4531322102994
400397.0,832.1316413384629
400398.0,869.2534835711122
400399.0,925.0193598093465
400400.0,962.5222056414932
416401.0,911.8758363313973
416402.0,870.570348101086
416403.0,888.040330789052
416404.0,927.2226452738978
416405.0,873.3742843642831
416406.0,923.3047306737863
416407.0,916.3361470289528
416408.0,938.705243117176
416409.0,933.7173671443015
416410.0,783.9422719387803
416411.0,875.4675961185712
416412.0,913.6205170836765
416413.0,880.3834460461512
416414.0,870.8539873082191
416415.0,880.1992247723974
416416.0,916.335530275479
432417.0,951.8007412729785
432418.0,915.5520759327337
432419.0,931.3537256233394
432420.0,881.1868198593147
432421.0,883.3015602193773
432422.0,878.5087991170585
432423.0,966.3195031285286
432424.0,926.7554867469007
432425.0,928.80149419792
432426.0,907.2591843986884
432427.0,878.93058393104
432428.0,882.75715215737
432429.0,866.8798788513523
432430.0,873.6814720323309
432431.0,896.1810447440948
432432.0,929.6409616731107
448433.0,941.9474627813324
448434.0,927.6845630202442
448435.0,937.1197203528136
448436.0,890.1279500471428
448437.0,948.129153482616
448438.0,935.5486230943352
448439.0,933.2437329734676
448440.0,962.8794049024582
448441.0,945.5465620066971
448442.0,948.9004103951156
448443.0,946.1254537636414
448444.0,912.1676421016455
448445.0,930.3259553518146
448446.0,907.8453040672466
448447.0,973.898425295949
448448.0,947.7664479929954
464449.0,917.105405934155
464450.0,942.3587188534439
464451.0,904.1098150494508
464452.0,941.5942398130428
464453.0,955.1217279545963
464454.0,944.414276599884
464455.0,924.1263466048986
464456.0,909.1232359877322
464457.0,963.6242851386778
464458.0,875.4855448696762
464459.0,894.9897799175233
464460.0,921.0083082336932
464461.0,915.2023513102904
464462.0,869.8884421885014
464463.0,946.0092994961888
464464.0,971.9069435894489
480465.0,951.8093549441546
480466.0,835.7376245595515
480467.0,932.0767313092947
480468.0,948.486415408086
480469.0,938.5399694442749
480470.0,965.7970926016569
480471.0,930.700363624841
480472.0,954.2463453859091
480473.0,917.6519449343905
480474.0,913.0647469069809
480475.0,925.2871485354844
480476.0,953.8636924102902
480477.0,914.0418933564797
480478.0,858.0340630207211
480479.0,924.6789604071528
480480.0,902.878372361185
496481.0,925.746918540448
496482.0,857.1603793092072
496483.0,948.6758065633476
496484.0,938.0912430211902
496485.0,956.368122279644
496486.0,925.7339986171573
496487.0,915.531783092767
496488.0,978.5469262301922
496489.0,873.3475248925388
496490.0,907.4411508459598
496491.0,927.9058446884155
496492.0,968.3520685136318
496493.0,917.6643079121131
496494.0,949.8565627988428
496495.0,950.7130734473467
496496.0,933.474611681886
512497.0,933.6405123285949
512498.0,961.8487984649837
512499.0,931.2444788953289
512500.0,917.3649324225262
512501.0,766.3435788601637
512502.0,941.4411308765411
512503.0,955.5634819883853
512504.0,928.2603754810989
512505.0,938.2381053669378
512506.0,951.9520579613745
512507.0,969.2327309548855
512508.0,935.4528555981815
512509.0,956.4333188850433
512510.0,922.0830733869225
512511.0,921.7565155888442
512512.0,982.7361668348312
528513.0,896.0421826140955
528514.0,919.6946479538456
528515.0,941.4399024085142
528516.0,957.3571159616113
528517.0,982.6801417917013
528518.0,980.4616683870554
528519.0,939.1492232624441
528520.0,947.8641913384199
528521.0,933.6294106943533
528522.0,916.8197433599271
528523.0,929.2371841296554
528524.0,950.1231798473746
528525.0,944.1291151368059
528526.0,946.2437088247389
528527.0,964.0742989480495
528528.0,953.9158039940521
544529.0,923.2796793105081
544530.0,965.6795362485573
544531.0,951.8456192500889
544532.0,853.1176367569715
544533.0,925.2464387081563
544534.0,930.5396750398213
544535.0,920.2431374788284
544536.0,949.433121278882
544537.0,953.6062880973332
544538.0,960.9181001391262
544539.0,931.5651180725545
544540.0,953.4937338875607
544541.0,930.6255009984598
544542.0,967.5816162750125
544543.0,972.7197009921074
544544.0,959.5235136970878
560545.0,845.7185706803575
560546.0,973.6267432123423
560547.0,956.7345872074366
560548.0,955.4579846521374
560549.0,978.087040066719
560550.0,981.2816814035177
560551.0,909.4572486674879
560552.0,948.3561691194773
560553.0,964.6977815115824
560554.0,920.5010751504451
560555.0,841.8716033753008
560556.0,939.2830406324938
560557.0,931.0198521292768
560558.0,943.9424316734076
560559.0,906.0604778428096
560560.0,947.6327973343432
576561.0,954.996128869243
576562.0,957.3159712124616
576563.0,944.9712421568111
576564.0,936.4586108010262
576565.0,940.7524946557824
576566.0,971.3836356373504
576567.0,933.7393191102892
576568.0,952.6920147817582
576569.0,879.0369465025142
576570.0,963.4567714929581
576571.0,946.0395727278665
576572.0,935.3217843886232
576573.0,983.9693192094564
576574.0,962.3654905920848
576575.0,952.1359665840864
576576.0,981.8424234390259
592577.0,958.2443602457643
592578.0,942.6349276581313
592579.0,972.6723295897245
592580.0,948.7240368854254
592581.0,930.2040191822452
592582.0,918.7399926902726
592583.0,968.9294262751937
592584.0,968.5686791837215
592585.0,859.7976688528433
592586.0,939.6880409512669
592587.0,917.4797066095052
592588.0,975.5069017112255
592589.0,945.616283436073
592590.0,899.4046213479014
592591.0,946.1138340407051
592592.0,884.8884555776604
608593.0,909.3759337905794
608594.0,924.8438011519611
608595.0,979.9902469813824
608596.0,951.400082193315
608597.0,884.5893539488316
608598.0,942.9937849966809
608599.0,963.318282559514
608600.0,966.5181756224483
608601.0,980.0348694324493
608602.0,953.5265367180109
608603.0,868.6379122231156
608604.0,975.0511432886124
608605.0,933.984824070707
608606.0,954.4812009609304
608607.0,938.9158967265394
608608.0,941.6610021825181
624609.0,970.6928624510765
624610.0,945.9222179625649
624611.0,917.8258214285597
624612.0,927.2553004324436
624613.0,964.177899800241
624614.0,698.0232633757405
624615.0,950.2465741410851
624616.0,965.076522514224
624617.0,960.4087524823844
624618.0,969.2395427115262
624619.0,911.5646796636283
624620.0,935.6511042993516
624621.0,951.4398627663031
624622.0,922.1714810577687
624623.0,983.2309508174658
624624.0,967.6860852846876
640625.0,990.0478425472975
640626.0,953.9909592196345
640627.0,886.7943049315363
640628.0,951.5259955581278
640629.0,966.2066852422431
640630.0,948.933610484004
640631.0,970.8036442697048
640632.0,944.8135247431928
640633.0,908.1762969613774
640634.0,933.1301383208483
640635.0,955.7224634960294
640636.0,921.1003135400824
640637.0,984.5151842832565
640638.0,948.5306636337191
640639.0,968.2385459169745
640640.0,956.1481725345366
656641.0,952.0765655711293
656642.0,932.3204864375293
656643.0,954.0451094349846
656644.0,970.0784300900996
656645.0,948.2824971458176
656646.0,979.4630519226193
656647.0,946.8134201609064
656648.0,948.0038717566058
656649.0,971.3851226642728
656650.0,926.9742745645344
656651.0,959.270610678941
656652.0,923.1994574889541
656653.0,957.6225845720619
656654.0,881.5606370652094
656655.0,943.971358506009
656656.0,988.8626918643713
672657.0,844.3505061864853
672658.0,964.3473472935148
672659.0,836.5310269277543
672660.0,800.837698741816
672661.0,955.6309919967316
672662.0,923.531250897795
672663.0,950.7552468031645
672664.0,964.2579649472609
672665.0,763.3674950860441
672666.0,933.439902955899
672667.0,850.4890277963132
672668.0,985.800530180335
672669.0,953.7200925010256
672670.0,850.2431415989995
672671.0,959.7487979084253
672672.0,975.3465228304267
688673.0,951.175130808726
688674.0,972.2226050198078
688675.0,957.1555857267231
688676.0,957.445686750114
688677.0,963.1747483164072
688678.0,902.6999245840125
688679.0,929.4478543866426
688680.0,959.0719081165735
688681.0,940.7262039189227
688682.0,959.0840740520507
688683.0,950.5037122471258
688684.0,987.2865875810385
688685.0,962.3387012146413
688686.0,924.8946068352088
688687.0,950.910085933283
688688.0,842.9501250865869
704689.0,934.6903687119484
704690.0,975.5136705040932
704691.0,968.6108002518304
704692.0,959.7897423841059
704693.0,887.4793551629409
704694.0,980.3404624611139
704695.0,976.713559821248
704696.0,977.7176507785916
704697.0,912.812761988258
704698.0,957.251415300183
704699.0,980.0928815454245
704700.0,925.288633772172
704701.0,965.9303670721129
704702.0,926.1442403392866
704703.0,950.2018025144935
704704.0,955.8625415964052
720705.0,957.3063413100317
720706.0,947.9542688243091
720707.0,980.1248951554298
720708.0,952.7433031126857
720709.0,955.0693738814443
720710.0,906.6687380159274
720711.0,985.6030179560184
720712.0,882.9287829250097
720713.0,951.6432894393802
720714.0,925.4373281085864
720715.0,946.9092146698385
720716.0,940.2471359744668
720717.0,957.7183799142949
720718.0,956.5077615557238
720719.0,951.3188058547676
720720.0,934.5484568467364
736721.0,951.3304375195876
736722.0,931.1622309632367
736723.0,953.2472473608796
736724.0,965.3792853192426
736725.0,960.839471045183
736726.0,959.9887696830556
736727.0,981.6551299244165
736728.0,969.4470758847892
736729.0,894.28700932418
736730.0,977.0926627665758
736731.0,953.5854129018262
736732.0,983.8790757060051
736733.0,952.6563699804246
736734.0,973.924000993371
736735.0,962.5424650274217
736736.0,939.5789069114253
752737.0,957.3737497255206
752738.0,988.5505336970091
752739.0,924.7778805438429
752740.0,966.9151644771919
752741.0,968.6795995016582
752742.0,925.4425651034107
752743.0,912.7161175973015
752744.0,966.3881455808878
752745.0,941.021250911057
752746.0,899.2785486723296
752747.0,962.6475834026933
752748.0,984.4337884485722
752749.0,945.2860123626888
752750.0,956.1032439039554
752751.0,955.8340598065406
752752.0,946.983505629003
768753.0,957.7264698809013
768754.0,913.3095242455602
768755.0,975.6404864192009
768756.0,906.8744084809441
768757.0,966.7449682354927
768758.0,938.5750000951812
768759.0,978.9143526405096
768760.0,929.946305715479
768761.0,942.5045530390926
768762.0,946.2632326502353
768763.0,946.2047527385876
768764.0,984.8853960633278
768765.0,976.1635209321976
768766.0,985.399068787694
768767.0,969.0215140655637
768768.0,981.113009288907
784769.0,983.9169695079327
784770.0,953.9659760277718
784771.0,982.951856225729
784772.0,954.658804715029
784773.0,943.3643069774844
784774.0,954.2524024005979
784775.0,975.846348054707
784776.0,982.5087086260319
784777.0,978.0485050827265
784778.0,952.5494114095345
784779.0,946.6263353307731
784780.0,980.4710677862167
784781.0,915.4249440412968
784782.0,952.9493778068572
784783.0,963.8249354814179
784784.0,965.3387923343107
800785.0,986.3691863715649
800786.0,986.0310179144144
800787.0,966.3614174504764
800788.0,964.3186131734401
800789.0,981.8182580918074
800790.0,942.9694903418422
800791.0,965.1826440880541
800792.0,956.141512259841
800793.0,959.1986903739162
800794.0,960.5926517684711
800795.0,982.5160405784845
800796.0,894.5258742480073
800797.0,958.3207068472402
800798.0,962.4896252676845
800799.0,961.1868339721113
800800.0,963.9916850477457
816801.0,941.9372705975547
816802.0,935.3750801123679
816803.0,964.7247154805809
816804.0,975.8077786415815
816805.0,950.0690784342587
816806.0,944.4787627588958
816807.0,950.7902355524711
816808.0,948.9148493576795
816809.0,958.8526801653206
816810.0,936.4241736056283
816811.0,960.5509495260194
816812.0,950.3800301561132
816813.0,963.0279387575574
816814.0,937.5981266926974
816815.0,917.6373798036948
816816.0,957.4721431285143
832817.0,953.7351211681962
832818.0,953.5108408918604
832819.0,955.3541915863752
832820.0,947.9735974427313
832821.0,984.8621443659067
832822.0,941.458428259939
832823.0,948.3170422799885
832824.0,933.6429228549823
832825.0,923.2183741005138
832826.0,957.5719257374294
832827.0,948.8558544693515
832828.0,941.5836871359497
832829.0,984.0856906622648
832830.0,927.4697464220226
832831.0,923.5812842906453
832832.0,912.3065592143685
848833.0,965.1646472308785
848834.0,896.6002900479361
848835.0,936.2392086014152
848836.0,972.5429884791374
848837.0,888.2313320767134
848838.0,958.9125996944495
848839.0,980.3419054895639
848840.0,949.8826324520633
848841.0,950.5440143272281
848842.0,957.4857429377735
848843.0,983.9775323271751
848844.0,939.0800073333085
848845.0,939.7394154965878
848846.0,955.2566767353565
848847.0,934.9790973570198
848848.0,952.4448662027717
864849.0,931.0176110621542
864850.0,967.6199991703033
864851.0,983.1040662378073
864852.0,965.3978431741707
864853.0,961.7638517254964
864854.0,974.6711965948343
864855.0,969.9965970302001
864856.0,912.3375688139349
864857.0,949.0570831899531
864858.0,933.9456339608878
864859.0,920.6946250773035
864860.0,953.5928418841213
864861.0,907.7883857870474
864862.0,985.6324328929186
864863.0,908.4020897876471
864864.0,973.8727773278952
880865.0,950.9900255650282
880866.0,832.988715628162
880867.0,976.2787312418222
880868.0,959.4387203380466
880869.0,962.8943994380534
880870.0,829.1560045508668
880871.0,898.2283294536173
880872.0,955.4985736380331
880873.0,953.7814479588997
880874.0,984.9983959496021
880875.0,924.9757522325963
880876.0,985.355802744627
880877.0,984.4734304994345
880878.0,958.936751622241
880879.0,947.1999814677984
880880.0,957.9602976627648
896881.0,951.7119300942868
896882.0,988.4905119687319
896883.0,961.0727996369824
896884.0,951.4907573387027
896885.0,968.5075504276901
896886.0,967.1822131238878
896887.0,918.3964192196727
896888.0,976.6496649235487
896889.0,962.3940510936081
896890.0,957.3660006970167
896891.0,941.5627483162098
896892.0,854.2117214035243
896893.0,943.9132902361453
896894.0,910.5137027271558
896895.0,929.0299255345017
896896.0,923.7720558419824
912897.0,951.9746975824237
912898.0,979.6670435369015
912899.0,933.180197680369
912900.0,952.025214638561
912901.0,964.9967035511509
912902.0,964.542891853489
912903.0,970.5902159661055
912904.0,954.741311495658
912905.0,976.8786680549383
912906.0,964.2792444359511
912907.0,931.9275049921125
912908.0,955.1169075351208
912909.0,952.5891783684492
912910.0,970.1965790241957
912911.0,923.9132695145672
912912.0,976.2359348088503
928913.0,920.1771035864949
928914.0,960.2422820292413
928915.0,964.300461683888
928916.0,966.1051929928362
928917.0,963.9412737395614
928918.0,981.9644523262978
928919.0,910.6050011534244
928920.0,932.5310907987878
928921.0,987.4791326522827
928922.0,956.0441824407317
928923.0,942.6243388592266
928924.0,960.1095519934315
928925.0,985.3255703151226
928926.0,961.3458547741175
928927.0,956.9637352484278
928928.0,972.3754438646138
944929.0,968.6044089049101
944930.0,983.3378411531448
944931.0,946.4933810299262
944932.0,987.087074354291
944933.0,943.6666140258312
944934.0,946.0583542250097
944935.0,954.393291764427
944936.0,926.702701004222
944937.0,946.8446443504654
944938.0,960.8497849246487
944939.0,961.9949015155435
944940.0,984.8600488007069
944941.0,957.7093292623758
944942.0,982.8530722558498
944943.0,967.861377492547
944944.0,957.455668634735
960945.0,954.1499550826848
960946.0,988.4576507657766
960947.0,953.18943350669
960948.0,956.6735536660999
960949.0,959.7528739031404
960950.0,959.495782950893
960951.0,985.2472184151411
960952.0,950.9579728436656
960953.0,944.7042586356401
960954.0,935.4729413893074
960955.0,959.4050021544099
960956.0,988.3165472745895
960957.0,983.4193205535412
960958.0,985.0058911144733
960959.0,919.8964136121795
